Prosodic Collocational Patterns of ZAI and ZHENGZAI in modern Chinese,,,,
Verbs,ZAI,ZHENGZAI,Number of syllables,
展开广泛的讨论来总结经验,0,1,polysyllabic lexical items,
展开活动,0,1,polysyllabic lexical items,
展开机动作战,1,0,polysyllabic lexical items,
展开剧烈斗争,1,0,polysyllabic lexical items,
展开抗震救灾工作,0,1,polysyllabic lexical items,
展开免费培训活动,1,0,polysyllabic lexical items,
展开募捐运动,0,1,polysyllabic lexical items,
展开全面节约工作,0,1,polysyllabic lexical items,
展览,0,1,disyllabic lexical items,
战斗,19,1,disyllabic lexical items,
战斗得火热,0,1,polysyllabic lexical items,
张望,3,4,disyllabic lexical items,
长,2,1,monosyllabic lexical items,
长出来,0,1,polysyllabic lexical items,
长高,1,0,disyllabic lexical items,
长劲,2,0,disyllabic lexical items,
长毛,1,0,disyllabic lexical items,
长身体,0,2,polysyllabic lexical items,
掌握广大农民,0,1,polysyllabic lexical items,
掌握这一庞大的信息系统,1,0,polysyllabic lexical items,
招打扫卫生的大妈,1,0,polysyllabic lexical items,
招待客,2,0,polysyllabic lexical items,
招待客人,1,0,polysyllabic lexical items,
招待一桌来自上海的客人,0,1,polysyllabic lexical items,
招呼,1,0,disyllabic lexical items,
招呼辅导员,1,0,polysyllabic lexical items,
招呼你,2,0,polysyllabic lexical items,
招呼他,2,1,polysyllabic lexical items,
招呼她,1,0,polysyllabic lexical items,
招呼我,1,0,polysyllabic lexical items,
招呼自己,1,0,polysyllabic lexical items,
招手,12,4,disyllabic lexical items,
招我,1,0,disyllabic lexical items,
招洗头工,0,2,polysyllabic lexical items,
找,5,1,monosyllabic lexical items,
找‘静老师’,1,0,polysyllabic lexical items,
找错误,1,0,polysyllabic lexical items,
找到宿命的借口,1,0,polysyllabic lexical items,
找典型,0,1,polysyllabic lexical items,
找东西,1,0,polysyllabic lexical items,
找东西吃,1,0,polysyllabic lexical items,
找方法让别人懂他,1,0,polysyllabic lexical items,
找方向,1,0,polysyllabic lexical items,
找房,1,0,disyllabic lexical items,
找房子,1,0,polysyllabic lexical items,
找父亲,1,0,polysyllabic lexical items,
找工作,2,1,polysyllabic lexical items,
找回平衡,0,1,polysyllabic lexical items,
找机会想与陈家鹄聊聊天,1,0,polysyllabic lexical items,
找机会由沙哈拉威（意思就是沙漠里的居民）带我一路经过大漠到西非去,0,1,polysyllabic lexical items,
找酒喝,1,0,polysyllabic lexical items,
找梁英,1,0,polysyllabic lexical items,
找矛盾,1,0,polysyllabic lexical items,
找帽子,2,0,polysyllabic lexical items,
找弥补的招,1,0,polysyllabic lexical items,
找摸,1,0,disyllabic lexical items,
找墓地,1,0,polysyllabic lexical items,
找你,9,1,disyllabic lexical items,
找你们,1,0,polysyllabic lexical items,
找破译师,1,0,polysyllabic lexical items,
找人,3,0,disyllabic lexical items,
找人办一份关于书籍的杂志,0,1,polysyllabic lexical items,
找什么,4,0,polysyllabic lexical items,
找什么东西,1,0,polysyllabic lexical items,
找什么人家,1,0,polysyllabic lexical items,
找他,5,1,disyllabic lexical items,
找他们,0,1,polysyllabic lexical items,
找他谈话,1,0,polysyllabic lexical items,
找她,2,0,disyllabic lexical items,
找她自己的影子,1,0,polysyllabic lexical items,
找特别顾问商量,0,1,polysyllabic lexical items,
找王琦瑶,1,0,polysyllabic lexical items,
找我,1,1,disyllabic lexical items,
找我们的党,1,0,polysyllabic lexical items,
找洗手间,1,0,polysyllabic lexical items,
找寻俘虏,1,0,polysyllabic lexical items,
找寻另外一个人,1,0,polysyllabic lexical items,
找寻陆校长,0,1,polysyllabic lexical items,
找寻什么,2,0,polysyllabic lexical items,
找寻什么线索,1,0,polysyllabic lexical items,
找寻他,1,0,polysyllabic lexical items,
找一个好的销路和稳定的销售渠道,1,0,polysyllabic lexical items,
找一种感觉,1,0,polysyllabic lexical items,
找这块牌子,1,0,polysyllabic lexical items,
召开,0,3,disyllabic lexical items,
召开华北电信会议,0,1,polysyllabic lexical items,
召开全县三级干部会议,0,1,polysyllabic lexical items,
召开团代会和学代会,0,1,polysyllabic lexical items,
召开支委会,0,1,polysyllabic lexical items,
照顾她,1,0,polysyllabic lexical items,
照顾媳妇生孩子,0,1,polysyllabic lexical items,
照顾志刚,1,0,polysyllabic lexical items,
照镜子,1,0,polysyllabic lexical items,
折磨胡浩,1,0,polysyllabic lexical items,
折磨他,3,0,polysyllabic lexical items,
折磨她,1,0,polysyllabic lexical items,
折磨我,1,0,polysyllabic lexical items,
折腾,1,0,disyllabic lexical items,
怎样虐待马来亚人民和华侨,0,1,polysyllabic lexical items,
着急,0,1,disyllabic lexical items,
镇压阿富汗人,0,1,polysyllabic lexical items,
镇压刚果人民,1,0,polysyllabic lexical items,
争,1,0,monosyllabic lexical items,
争吵,2,3,disyllabic lexical items,
争吵轿价,1,0,polysyllabic lexical items,
争夺“话语权”,1,0,polysyllabic lexical items,
争夺地盘,1,0,polysyllabic lexical items,
争夺矿产资源,1,0,polysyllabic lexical items,
争夺市场,1,0,polysyllabic lexical items,
争夺这几秒,1,0,polysyllabic lexical items,
争夺中原,1,0,polysyllabic lexical items,
争论,7,2,disyllabic lexical items,
争论巩俐和刘晓庆到底谁更漂亮,1,0,polysyllabic lexical items,
争论究竟那种正确,1,0,polysyllabic lexical items,
争论你是否该进NBA,1,0,polysyllabic lexical items,
争论一件事情,1,0,polysyllabic lexical items,
争抢鱼食,1,0,polysyllabic lexical items,
争取,1,1,disyllabic lexical items,
争取喘息机会,1,0,polysyllabic lexical items,
争取喘息时间,0,1,polysyllabic lexical items,
争取和平,1,0,polysyllabic lexical items,
争取和平解放台湾,0,1,polysyllabic lexical items,
争取尽力改进和精简国家机关以及保证最严格地遵守法制,1,0,polysyllabic lexical items,
争取进步联盟,1,0,polysyllabic lexical items,
争取美好的前程,1,0,polysyllabic lexical items,
争取民族解放和阶级解放,1,0,polysyllabic lexical items,
争取入党,0,1,polysyllabic lexical items,
争取申请国家项目的试点,0,1,polysyllabic lexical items,
争取提前和超额完成第一个五年计划,1,0,polysyllabic lexical items,
争取在雨季之前稳定地控制全柬埔寨,0,1,polysyllabic lexical items,
争议研究与证明和直觉式的“知道”,1,0,polysyllabic lexical items,
征求会员,0,1,polysyllabic lexical items,
征求意见,2,0,polysyllabic lexical items,
征求有关部门和各地区的意见,0,1,polysyllabic lexical items,
挣扎,24,4,disyllabic lexical items,
挣扎出来,0,1,polysyllabic lexical items,
挣扎于问题丛脞中,0,1,polysyllabic lexical items,
蒸蛋,0,1,disyllabic lexical items,
蒸发出来,0,1,polysyllabic lexical items,
蒸干粮,0,1,polysyllabic lexical items,
蒸馍,0,1,disyllabic lexical items,
蒸气,1,0,disyllabic lexical items,
蒸桑拿,1,0,polysyllabic lexical items,
整顿地方武装,0,1,polysyllabic lexical items,
整顿秩序,0,1,polysyllabic lexical items,
整理,1,0,disyllabic lexical items,
整理、分析今年的小麦资料,0,1,polysyllabic lexical items,
整理被搞乱的本册信笺,1,0,polysyllabic lexical items,
整理冰箱,1,0,polysyllabic lexical items,
整理财政,1,0,polysyllabic lexical items,
整理救护箱,0,1,polysyllabic lexical items,
整理你的东西,1,0,polysyllabic lexical items,
整理瓶口几枝山茶的红花绿叶,1,0,polysyllabic lexical items,
整理她的书桌,1,0,polysyllabic lexical items,
整理厅堂,0,1,polysyllabic lexical items,
整理文件,1,0,polysyllabic lexical items,
整理我的小说,1,0,polysyllabic lexical items,
整理箱子,0,1,polysyllabic lexical items,
整理向大会提交的提案,1,0,polysyllabic lexical items,
整理徐志摩的遗作,0,1,polysyllabic lexical items,
整理研究我国已故的杰出京剧表演艺术家周信芳和盖叫天在长期的艺术实践中各自形成的麒派和盖派表演艺术,0,1,polysyllabic lexical items,
整理遗体,1,0,polysyllabic lexical items,
整理自己的头发,0,1,polysyllabic lexical items,
利用柬埔寨叛乱分子,0,1,polysyllabic lexical items,
支持埃及人民为要求英法侵略军队撤出埃及领土和尊重埃及在苏伊士运河的主权而进行的正义斗争,0,1,polysyllabic lexical items,
支持国家发挥它的潜力,1,0,polysyllabic lexical items,
支持叛军垂死挣扎,1,0,polysyllabic lexical items,
支持叛乱分子,0,1,polysyllabic lexical items,
支持他,1,0,polysyllabic lexical items,
支持他们,1,0,polysyllabic lexical items,
着想,1,0,disyllabic lexical items,
支配,1,0,disyllabic lexical items,
织鱼网,1,0,polysyllabic lexical items,
执行,1,1,disyllabic lexical items,
执行跟踪,0,1,polysyllabic lexical items,
执行解放军的命令,0,1,polysyllabic lexical items,
执行命令,1,1,polysyllabic lexical items,
执行某种任务不能按时退伍,0,1,polysyllabic lexical items,
执行潜伏任务,0,1,polysyllabic lexical items,
执行所司,1,0,polysyllabic lexical items,
执行一项保密任务,0,1,polysyllabic lexical items,
执行一项长期计划,0,1,polysyllabic lexical items,
执行这个恶毒阴谋,1,0,polysyllabic lexical items,
执行这任务,0,1,polysyllabic lexical items,
指导纪检监察工作,0,1,polysyllabic lexical items,
指导艰苦的战斗,0,1,polysyllabic lexical items,
指导试点企业有序实施,0,1,polysyllabic lexical items,
指导乡人,1,0,polysyllabic lexical items,
指导自己的思想、学习和工作,1,0,polysyllabic lexical items,
指挥,5,0,disyllabic lexical items,
指挥捕食和逃跑,1,0,polysyllabic lexical items,
指挥操练,0,1,polysyllabic lexical items,
指挥操演阵法,0,1,polysyllabic lexical items,
指挥操纵,1,0,polysyllabic lexical items,
指挥攻击,0,1,polysyllabic lexical items,
指挥几个人一起抢抄一份“险报”,1,0,polysyllabic lexical items,
指挥开炮,0,1,polysyllabic lexical items,
指挥排除第八、九号墩子底下的定时炸弹，,0,1,polysyllabic lexical items,
指挥骑兵变化队形,0,1,polysyllabic lexical items,
指挥同学们演出,1,0,polysyllabic lexical items,
指挥土匪,1,0,polysyllabic lexical items,
指挥我们战斗、学习,1,0,polysyllabic lexical items,
指挥越南部队侵略柬埔寨,1,0,polysyllabic lexical items,
指挥作战的光景,1,0,polysyllabic lexical items,
指路,0,1,disyllabic lexical items,
知道特鲁多总裁是带着一张大得吓人的订单而,1,0,polysyllabic lexical items,
指维德,1,0,polysyllabic lexical items,
制定,0,2,disyllabic lexical items,
制定从现在到一九八五年的全国哲学社会科学发展规划,0,1,polysyllabic lexical items,
制定发展埃及经济的计划,0,1,polysyllabic lexical items,
制定发展太空技术的计划,0,1,polysyllabic lexical items,
制定法令,0,1,polysyllabic lexical items,
制定工作规划,0,1,polysyllabic lexical items,
制定全方位的水果市场开拓战略规划,0,1,polysyllabic lexical items,
制定我国国民经济和社会发展的跨世纪蓝图,0,1,polysyllabic lexical items,
制定相关法规,0,1,polysyllabic lexical items,
制定行业准入条件,0,1,polysyllabic lexical items,
制定一个新的经济计划,0,1,polysyllabic lexical items,
制定预算,1,0,polysyllabic lexical items,
制定资本主义欧洲的政策,1,0,polysyllabic lexical items,
制造,1,2,disyllabic lexical items,
制造第十台三十三万千瓦汽轮发电机,0,1,polysyllabic lexical items,
制造法律,1,0,polysyllabic lexical items,
制造分裂,1,0,polysyllabic lexical items,
制造各种计划,0,1,polysyllabic lexical items,
制造核武器,0,1,polysyllabic lexical items,
制造紧张气氛,1,0,polysyllabic lexical items,
制造口实,0,1,polysyllabic lexical items,
制造逆流,1,0,polysyllabic lexical items,
制造战争,1,0,polysyllabic lexical items,
制造障碍,2,0,polysyllabic lexical items,
治,1,1,monosyllabic lexical items,
治病,1,0,disyllabic lexical items,
治疗,0,2,disyllabic lexical items,
种,1,0,monosyllabic lexical items,
种好小麦,0,1,polysyllabic lexical items,
重复过去当苏联同南斯拉夫关系不好的时候曾经风行一时的那些对苏联的攻击,1,0,polysyllabic lexical items,
主持,1,0,disyllabic lexical items,
主持工厂,1,0,polysyllabic lexical items,
主持一个大国元首的欢迎仪式,0,1,polysyllabic lexical items,
煮饭,1,1,disyllabic lexical items,
嘱咐他,1,0,polysyllabic lexical items,
嘱咐她“一失足成千古恨”,1,0,polysyllabic lexical items,
住,1,0,monosyllabic lexical items,
住院,4,0,disyllabic lexical items,
注视什么,1,0,polysyllabic lexical items,
注视他、支持他、期待他、鞭策他,1,0,polysyllabic lexical items,
注视他的衣袋,0,1,polysyllabic lexical items,
注视她,1,0,polysyllabic lexical items,
注视我与叮噹,1,0,polysyllabic lexical items,
注视远远的什么东西,1,0,polysyllabic lexical items,
注视这次新民主主义青年团成立大会的经过与结果,1,0,polysyllabic lexical items,
注意解决,1,0,polysyllabic lexical items,
注意老齐,1,0,polysyllabic lexical items,
注意他,3,0,polysyllabic lexical items,
注意我们,1,0,polysyllabic lexical items,
注意这次火山爆发会不会诱发地震和大喷火,0,1,polysyllabic lexical items,
注意这种具体的组织工作,0,1,polysyllabic lexical items,
祝贺乔迁之喜,0,1,polysyllabic lexical items,
抓,1,0,monosyllabic lexical items,
抓车,0,1,disyllabic lexical items,
抓经济建设,0,1,polysyllabic lexical items,
抓内贼,1,0,polysyllabic lexical items,
抓全社抗旱救灾的问题,0,1,polysyllabic lexical items,
抓人,2,1,disyllabic lexical items,
抓他的心,1,0,polysyllabic lexical items,
抓她,1,0,disyllabic lexical items,
抓鱼,0,1,disyllabic lexical items,
转,8,0,monosyllabic lexical items,
转啊转,1,0,polysyllabic lexical items,
转变,2,3,disyllabic lexical items,
转变机制、深化改革,0,1,polysyllabic lexical items,
转变经济生活,0,1,polysyllabic lexical items,
转变为创新生态环境的竞争,0,1,polysyllabic lexical items,
转化为激昂高亢的精神力量,0,1,polysyllabic lexical items,
转化为治理效能,0,1,polysyllabic lexical items,
转圈,1,0,disyllabic lexical items,
转入防御,0,1,polysyllabic lexical items,
转入战略反攻,0,1,polysyllabic lexical items,
转身,0,2,disyllabic lexical items,
